	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71
19	 ( 6 26 )	 ( 6 24 )	 ( 6 24 )	 ( 6 26 )	 ( 5 16 )	 ( 6 25 )	 ( 6 25 )	 ( 5 8 )	 ( 5 10 )	 ( 33 1 )	 ( 5 10 )	 ( 5 9 )	 ( 5 9 )	 ( 5 15 )	 ( 5 10 )	 ( 5 16 )	 ( 5 16 )	 ( 22 6 )	 ( 22 7 )	 ( 2147483647 0 )	 ( 5 11 )	 ( 5 38 )	 ( 5 38 )	 ( 5 38 )	 ( 22 8 )	 ( 5 16 )	 ( 5 14 )	 ( 5 16 )	 ( 6 26 )	 ( 6 25 )	 ( 6 25 )	 ( 6 26 )	 ( 6 27 )	 ( 6 26 )	 ( 6 26 )	 ( 5 41 )	 ( 6 31 )	 ( 6 32 )	 ( 6 24 )	 ( 5 18 )	 ( 5 16 )	 ( 6 27 )	 ( 6 26 )	 ( 6 23 )	 ( 6 25 )	 ( 5 17 )	 ( 28 10 )	 ( 7 20 )	 ( 25 13 )	 ( 28 9 )	 ( 28 10 )	 ( 20 9 )	 ( 5 11 )	 ( 5 13 )	 ( 5 13 )	 ( 6 23 )	 ( 6 67 )	 ( 6 24 )	 ( 6 68 )	 ( 7 21 )	 ( 6 22 )	 ( 5 14 )	 ( 20 10 )	 ( 6 26 )	 ( 25 1 )	 ( 12 8 )	 ( 33 7 )	 ( 6 20 )	 ( 7 21 )	 ( 7 21 )	 ( 7 21 )	 ( 6 24 )
20	 ( 6 27 )	 ( 6 29 )	 ( 6 29 )	 ( 6 28 )	 ( 8 11 )	 ( 4 28 )	 ( 4 28 )	 ( 50 3 )	 ( 18 3 )	 ( 5 10 )	 ( 40 2 )	 ( 50 2 )	 ( 50 3 )	 ( 8 10 )	 ( 50 1 )	 ( 8 11 )	 ( 8 11 )	 ( 25 7 )	 ( 25 6 )	 ( 5 11 )	 ( 2147483647 0 )	 ( 50 29 )	 ( 40 29 )	 ( 50 29 )	 ( 25 5 )	 ( 8 11 )	 ( 20 5 )	 ( 8 11 )	 ( 4 31 )	 ( 4 29 )	 ( 4 30 )	 ( 4 29 )	 ( 4 31 )	 ( 4 29 )	 ( 4 29 )	 ( 50 32 )	 ( 8 28 )	 ( 8 28 )	 ( 4 27 )	 ( 8 13 )	 ( 8 11 )	 ( 4 30 )	 ( 4 29 )	 ( 4 28 )	 ( 4 29 )	 ( 8 12 )	 ( 5 19 )	 ( 5 29 )	 ( 5 22 )	 ( 5 18 )	 ( 5 19 )	 ( 20 6 )	 ( 33 1 )	 ( 20 4 )	 ( 50 4 )	 ( 5 32 )	 ( 4 72 )	 ( 4 29 )	 ( 4 72 )	 ( 5 30 )	 ( 5 31 )	 ( 14 5 )	 ( 18 6 )	 ( 4 29 )	 ( 5 11 )	 ( 18 13 )	 ( 12 14 )	 ( 5 29 )	 ( 5 30 )	 ( 5 30 )	 ( 5 30 )	 ( 4 29 )
21	 ( 6 54 )	 ( 6 56 )	 ( 6 56 )	 ( 6 55 )	 ( 8 38 )	 ( 4 55 )	 ( 4 55 )	 ( 25 30 )	 ( 20 31 )	 ( 5 37 )	 ( 40 31 )	 ( 25 29 )	 ( 25 30 )	 ( 8 37 )	 ( 50 30 )	 ( 8 38 )	 ( 8 38 )	 ( 25 34 )	 ( 25 33 )	 ( 5 38 )	 ( 50 29 )	 ( 2147483647 0 )	 ( 18 6 )	 ( 50 58 )	 ( 25 32 )	 ( 8 38 )	 ( 20 34 )	 ( 8 38 )	 ( 4 58 )	 ( 4 56 )	 ( 4 57 )	 ( 4 56 )	 ( 4 58 )	 ( 4 56 )	 ( 4 56 )	 ( 50 3 )	 ( 8 55 )	 ( 8 55 )	 ( 4 54 )	 ( 8 40 )	 ( 8 38 )	 ( 4 57 )	 ( 4 56 )	 ( 4 55 )	 ( 4 56 )	 ( 8 39 )	 ( 5 46 )	 ( 5 56 )	 ( 5 49 )	 ( 5 45 )	 ( 5 46 )	 ( 20 33 )	 ( 33 30 )	 ( 20 33 )	 ( 50 33 )	 ( 5 59 )	 ( 4 99 )	 ( 4 56 )	 ( 4 99 )	 ( 5 57 )	 ( 5 58 )	 ( 14 34 )	 ( 20 34 )	 ( 4 56 )	 ( 5 38 )	 ( 20 41 )	 ( 12 42 )	 ( 5 56 )	 ( 5 57 )	 ( 5 57 )	 ( 5 57 )	 ( 4 56 )
22	 ( 6 54 )	 ( 6 56 )	 ( 6 56 )	 ( 6 55 )	 ( 8 38 )	 ( 4 55 )	 ( 4 55 )	 ( 22 30 )	 ( 20 31 )	 ( 5 37 )	 ( 40 31 )	 ( 22 29 )	 ( 22 30 )	 ( 8 37 )	 ( 40 30 )	 ( 8 38 )	 ( 8 38 )	 ( 22 34 )	 ( 22 33 )	 ( 5 38 )	 ( 40 29 )	 ( 18 6 )	 ( 2147483647 0 )	 ( 40 58 )	 ( 22 32 )	 ( 8 38 )	 ( 20 34 )	 ( 8 38 )	 ( 4 58 )	 ( 4 56 )	 ( 4 57 )	 ( 4 56 )	 ( 4 58 )	 ( 4 56 )	 ( 4 56 )	 ( 18 3 )	 ( 8 55 )	 ( 8 55 )	 ( 4 54 )	 ( 8 40 )	 ( 8 38 )	 ( 4 57 )	 ( 4 56 )	 ( 4 55 )	 ( 4 56 )	 ( 8 39 )	 ( 5 46 )	 ( 5 56 )	 ( 5 49 )	 ( 5 45 )	 ( 5 46 )	 ( 20 33 )	 ( 33 30 )	 ( 20 33 )	 ( 40 33 )	 ( 5 59 )	 ( 4 99 )	 ( 4 56 )	 ( 4 99 )	 ( 5 57 )	 ( 5 58 )	 ( 14 34 )	 ( 20 34 )	 ( 4 56 )	 ( 5 38 )	 ( 20 41 )	 ( 12 42 )	 ( 5 56 )	 ( 5 57 )	 ( 5 57 )	 ( 5 57 )	 ( 4 56 )
23	 ( 6 54 )	 ( 6 56 )	 ( 6 56 )	 ( 6 55 )	 ( 8 38 )	 ( 4 55 )	 ( 4 55 )	 ( 25 30 )	 ( 20 31 )	 ( 5 37 )	 ( 40 31 )	 ( 25 29 )	 ( 25 30 )	 ( 8 37 )	 ( 50 30 )	 ( 8 38 )	 ( 8 38 )	 ( 25 34 )	 ( 25 33 )	 ( 5 38 )	 ( 50 29 )	 ( 50 58 )	 ( 40 58 )	 ( 2147483647 0 )	 ( 25 32 )	 ( 8 38 )	 ( 20 34 )	 ( 8 38 )	 ( 4 58 )	 ( 4 56 )	 ( 4 57 )	 ( 4 56 )	 ( 4 58 )	 ( 4 56 )	 ( 4 56 )	 ( 50 61 )	 ( 8 55 )	 ( 8 55 )	 ( 4 54 )	 ( 8 40 )	 ( 8 38 )	 ( 4 57 )	 ( 4 56 )	 ( 4 55 )	 ( 4 56 )	 ( 8 39 )	 ( 5 46 )	 ( 5 56 )	 ( 5 49 )	 ( 5 45 )	 ( 5 46 )	 ( 20 33 )	 ( 33 30 )	 ( 20 33 )	 ( 50 33 )	 ( 5 59 )	 ( 4 99 )	 ( 4 56 )	 ( 4 99 )	 ( 5 57 )	 ( 5 58 )	 ( 14 34 )	 ( 20 34 )	 ( 4 56 )	 ( 5 38 )	 ( 20 41 )	 ( 12 42 )	 ( 5 56 )	 ( 5 57 )	 ( 5 57 )	 ( 5 57 )	 ( 4 56 )
24	 ( 4 26 )	 ( 4 24 )	 ( 4 24 )	 ( 4 25 )	 ( 8 12 )	 ( 4 23 )	 ( 4 23 )	 ( 25 4 )	 ( 20 4 )	 ( 13 8 )	 ( 18 5 )	 ( 25 3 )	 ( 25 4 )	 ( 8 11 )	 ( 25 6 )	 ( 8 12 )	 ( 8 12 )	 ( 33 2 )	 ( 50 1 )	 ( 22 8 )	 ( 25 5 )	 ( 25 32 )	 ( 22 32 )	 ( 25 32 )	 ( 2147483647 0 )	 ( 8 12 )	 ( 20 10 )	 ( 8 12 )	 ( 4 26 )	 ( 4 24 )	 ( 4 25 )	 ( 4 24 )	 ( 4 26 )	 ( 4 24 )	 ( 4 24 )	 ( 25 35 )	 ( 8 29 )	 ( 8 29 )	 ( 4 22 )	 ( 8 14 )	 ( 8 12 )	 ( 4 25 )	 ( 4 24 )	 ( 4 23 )	 ( 4 24 )	 ( 8 13 )	 ( 13 17 )	 ( 7 27 )	 ( 13 20 )	 ( 13 16 )	 ( 13 17 )	 ( 20 1 )	 ( 25 6 )	 ( 20 9 )	 ( 25 9 )	 ( 4 28 )	 ( 4 67 )	 ( 4 24 )	 ( 4 67 )	 ( 7 28 )	 ( 4 27 )	 ( 14 10 )	 ( 20 2 )	 ( 4 24 )	 ( 22 9 )	 ( 20 14 )	 ( 13 14 )	 ( 6 27 )	 ( 7 28 )	 ( 7 28 )	 ( 7 28 )	 ( 4 24 )
25	 ( 6 17 )	 ( 6 19 )	 ( 6 19 )	 ( 6 18 )	 ( 50 1 )	 ( 6 20 )	 ( 6 20 )	 ( 8 8 )	 ( 8 10 )	 ( 5 15 )	 ( 8 10 )	 ( 8 9 )	 ( 7 8 )	 ( 50 1 )	 ( 8 10 )	 ( 50 2 )	 ( 50 1 )	 ( 8 14 )	 ( 8 13 )	 ( 5 16 )	 ( 8 11 )	 ( 8 38 )	 ( 8 38 )	 ( 8 38 )	 ( 8 12 )	 ( 2147483647 0 )	 ( 7 9 )	 ( 50 2 )	 ( 6 22 )	 ( 6 20 )	 ( 6 21 )	 ( 6 21 )	 ( 6 23 )	 ( 6 21 )	 ( 6 21 )	 ( 8 41 )	 ( 11 18 )	 ( 16 18 )	 ( 6 21 )	 ( 50 3 )	 ( 50 2 )	 ( 6 22 )	 ( 6 21 )	 ( 6 20 )	 ( 6 20 )	 ( 50 3 )	 ( 14 11 )	 ( 5 22 )	 ( 14 14 )	 ( 14 12 )	 ( 14 12 )	 ( 8 13 )	 ( 8 11 )	 ( 7 10 )	 ( 10 10 )	 ( 6 24 )	 ( 6 63 )	 ( 6 20 )	 ( 6 64 )	 ( 5 23 )	 ( 6 24 )	 ( 10 9 )	 ( 8 13 )	 ( 6 23 )	 ( 5 16 )	 ( 8 20 )	 ( 8 21 )	 ( 6 23 )	 ( 5 23 )	 ( 5 23 )	 ( 5 23 )	 ( 6 21 )
26	 ( 6 25 )	 ( 6 27 )	 ( 6 27 )	 ( 6 26 )	 ( 7 9 )	 ( 6 28 )	 ( 6 28 )	 ( 20 6 )	 ( 18 8 )	 ( 5 13 )	 ( 20 7 )	 ( 20 7 )	 ( 20 7 )	 ( 7 8 )	 ( 20 4 )	 ( 7 9 )	 ( 7 9 )	 ( 20 12 )	 ( 20 11 )	 ( 5 14 )	 ( 20 5 )	 ( 20 34 )	 ( 20 34 )	 ( 20 34 )	 ( 20 10 )	 ( 7 9 )	 ( 2147483647 0 )	 ( 7 9 )	 ( 6 30 )	 ( 6 28 )	 ( 6 29 )	 ( 6 29 )	 ( 6 31 )	 ( 6 29 )	 ( 6 29 )	 ( 20 37 )	 ( 7 26 )	 ( 7 26 )	 ( 6 29 )	 ( 7 11 )	 ( 7 9 )	 ( 6 30 )	 ( 6 29 )	 ( 6 28 )	 ( 6 28 )	 ( 7 10 )	 ( 7 18 )	 ( 5 29 )	 ( 7 21 )	 ( 7 19 )	 ( 7 19 )	 ( 20 11 )	 ( 20 5 )	 ( 50 1 )	 ( 50 2 )	 ( 6 32 )	 ( 6 71 )	 ( 6 28 )	 ( 6 72 )	 ( 5 30 )	 ( 6 32 )	 ( 50 1 )	 ( 18 11 )	 ( 6 31 )	 ( 5 14 )	 ( 18 18 )	 ( 12 19 )	 ( 6 30 )	 ( 5 30 )	 ( 5 30 )	 ( 5 30 )	 ( 6 29 )
27	 ( 6 17 )	 ( 6 19 )	 ( 6 19 )	 ( 6 18 )	 ( 40 1 )	 ( 6 20 )	 ( 6 20 )	 ( 8 8 )	 ( 8 10 )	 ( 5 15 )	 ( 8 10 )	 ( 8 9 )	 ( 7 8 )	 ( 50 1 )	 ( 8 10 )	 ( 50 2 )	 ( 50 2 )	 ( 8 14 )	 ( 8 13 )	 ( 5 16 )	 ( 8 11 )	 ( 8 38 )	 ( 8 38 )	 ( 8 38 )	 ( 8 12 )	 ( 50 2 )	 ( 7 9 )	 ( 2147483647 0 )	 ( 6 22 )	 ( 6 20 )	 ( 6 21 )	 ( 6 21 )	 ( 6 23 )	 ( 6 21 )	 ( 6 21 )	 ( 8 41 )	 ( 11 18 )	 ( 16 18 )	 ( 6 21 )	 ( 40 3 )	 ( 50 2 )	 ( 6 22 )	 ( 6 21 )	 ( 6 20 )	 ( 6 20 )	 ( 50 3 )	 ( 14 11 )	 ( 5 22 )	 ( 14 14 )	 ( 14 12 )	 ( 14 12 )	 ( 8 13 )	 ( 8 11 )	 ( 7 10 )	 ( 10 10 )	 ( 6 24 )	 ( 6 63 )	 ( 6 20 )	 ( 6 64 )	 ( 5 23 )	 ( 6 24 )	 ( 10 9 )	 ( 8 13 )	 ( 6 23 )	 ( 5 16 )	 ( 8 20 )	 ( 8 21 )	 ( 6 23 )	 ( 5 23 )	 ( 5 23 )	 ( 5 23 )	 ( 6 21 )
28	 ( 25 5 )	 ( 40 3 )	 ( 33 3 )	 ( 40 5 )	 ( 6 21 )	 ( 40 3 )	 ( 50 4 )	 ( 6 29 )	 ( 4 30 )	 ( 6 25 )	 ( 6 31 )	 ( 4 29 )	 ( 6 29 )	 ( 6 22 )	 ( 6 31 )	 ( 6 22 )	 ( 6 22 )	 ( 4 26 )	 ( 4 25 )	 ( 6 26 )	 ( 4 31 )	 ( 4 58 )	 ( 4 58 )	 ( 4 58 )	 ( 4 26 )	 ( 6 22 )	 ( 6 30 )	 ( 6 22 )	 ( 2147483647 0 )	 ( 33 2 )	 ( 40 1 )	 ( 40 2 )	 ( 50 1 )	 ( 50 3 )	 ( 50 3 )	 ( 4 61 )	 ( 14 11 )	 ( 14 12 )	 ( 40 4 )	 ( 6 23 )	 ( 6 22 )	 ( 33 4 )	 ( 40 3 )	 ( 40 3 )	 ( 40 4 )	 ( 6 24 )	 ( 6 16 )	 ( 10 9 )	 ( 6 19 )	 ( 6 17 )	 ( 6 17 )	 ( 4 27 )	 ( 6 32 )	 ( 6 31 )	 ( 6 31 )	 ( 20 8 )	 ( 40 46 )	 ( 40 4 )	 ( 40 45 )	 ( 10 8 )	 ( 11 7 )	 ( 6 30 )	 ( 4 28 )	 ( 16 5 )	 ( 6 26 )	 ( 6 32 )	 ( 6 31 )	 ( 11 9 )	 ( 11 10 )	 ( 11 9 )	 ( 11 9 )	 ( 20 4 )
29	 ( 25 3 )	 ( 33 3 )	 ( 40 1 )	 ( 50 3 )	 ( 6 19 )	 ( 50 1 )	 ( 25 3 )	 ( 6 27 )	 ( 4 28 )	 ( 6 24 )	 ( 6 29 )	 ( 4 27 )	 ( 6 27 )	 ( 6 20 )	 ( 6 29 )	 ( 6 20 )	 ( 6 20 )	 ( 4 24 )	 ( 4 23 )	 ( 6 25 )	 ( 4 29 )	 ( 4 56 )	 ( 4 56 )	 ( 4 56 )	 ( 4 24 )	 ( 6 20 )	 ( 6 28 )	 ( 6 20 )	 ( 33 2 )	 ( 2147483647 0 )	 ( 33 3 )	 ( 40 2 )	 ( 33 3 )	 ( 25 4 )	 ( 18 2 )	 ( 4 59 )	 ( 14 9 )	 ( 14 10 )	 ( 50 2 )	 ( 6 21 )	 ( 6 20 )	 ( 33 2 )	 ( 25 4 )	 ( 33 2 )	 ( 28 2 )	 ( 6 22 )	 ( 6 15 )	 ( 10 7 )	 ( 6 17 )	 ( 6 16 )	 ( 6 16 )	 ( 4 25 )	 ( 6 30 )	 ( 6 29 )	 ( 6 29 )	 ( 20 6 )	 ( 22 45 )	 ( 22 2 )	 ( 40 45 )	 ( 10 6 )	 ( 16 6 )	 ( 6 28 )	 ( 4 26 )	 ( 16 3 )	 ( 6 25 )	 ( 6 31 )	 ( 6 30 )	 ( 16 8 )	 ( 10 8 )	 ( 16 8 )	 ( 16 8 )	 ( 20 3 )
30	 ( 22 4 )	 ( 40 2 )	 ( 33 3 )	 ( 28 5 )	 ( 6 20 )	 ( 40 4 )	 ( 25 3 )	 ( 6 28 )	 ( 4 29 )	 ( 6 24 )	 ( 6 30 )	 ( 4 28 )	 ( 6 28 )	 ( 6 21 )	 ( 6 30 )	 ( 6 21 )	 ( 6 21 )	 ( 4 25 )	 ( 4 24 )	 ( 6 25 )	 ( 4 30 )	 ( 4 57 )	 ( 4 57 )	 ( 4 57 )	 ( 4 25 )	 ( 6 21 )	 ( 6 29 )	 ( 6 21 )	 ( 40 1 )	 ( 33 3 )	 ( 2147483647 0 )	 ( 40 3 )	 ( 40 2 )	 ( 40 4 )	 ( 40 4 )	 ( 4 60 )	 ( 14 10 )	 ( 14 11 )	 ( 22 3 )	 ( 6 22 )	 ( 6 21 )	 ( 40 5 )	 ( 50 2 )	 ( 50 2 )	 ( 40 3 )	 ( 6 23 )	 ( 6 15 )	 ( 10 8 )	 ( 6 18 )	 ( 6 16 )	 ( 6 16 )	 ( 4 26 )	 ( 6 31 )	 ( 6 30 )	 ( 6 30 )	 ( 20 7 )	 ( 40 46 )	 ( 50 3 )	 ( 40 46 )	 ( 10 7 )	 ( 11 6 )	 ( 6 29 )	 ( 4 27 )	 ( 22 5 )	 ( 6 25 )	 ( 6 31 )	 ( 6 30 )	 ( 11 8 )	 ( 11 9 )	 ( 11 8 )	 ( 11 8 )	 ( 20 3 )
31	 ( 28 4 )	 ( 28 3 )	 ( 40 3 )	 ( 40 3 )	 ( 6 20 )	 ( 40 1 )	 ( 25 3 )	 ( 6 28 )	 ( 4 28 )	 ( 6 25 )	 ( 4 29 )	 ( 4 27 )	 ( 6 28 )	 ( 6 21 )	 ( 6 30 )	 ( 6 21 )	 ( 6 21 )	 ( 4 24 )	 ( 4 23 )	 ( 6 26 )	 ( 4 29 )	 ( 4 56 )	 ( 4 56 )	 ( 4 56 )	 ( 4 24 )	 ( 6 21 )	 ( 6 29 )	 ( 6 21 )	 ( 40 2 )	 ( 40 2 )	 ( 40 3 )	 ( 2147483647 0 )	 ( 40 3 )	 ( 25 4 )	 ( 18 2 )	 ( 4 59 )	 ( 14 9 )	 ( 14 10 )	 ( 40 2 )	 ( 6 22 )	 ( 6 21 )	 ( 33 4 )	 ( 25 4 )	 ( 22 3 )	 ( 28 2 )	 ( 6 23 )	 ( 6 16 )	 ( 10 7 )	 ( 6 17 )	 ( 6 17 )	 ( 6 17 )	 ( 4 25 )	 ( 4 30 )	 ( 6 30 )	 ( 6 30 )	 ( 20 6 )	 ( 40 44 )	 ( 22 2 )	 ( 40 43 )	 ( 10 6 )	 ( 16 6 )	 ( 6 29 )	 ( 4 26 )	 ( 40 4 )	 ( 6 26 )	 ( 6 32 )	 ( 6 31 )	 ( 16 8 )	 ( 10 8 )	 ( 16 8 )	 ( 16 8 )	 ( 20 4 )
32	 ( 28 6 )	 ( 40 4 )	 ( 33 4 )	 ( 40 5 )	 ( 6 22 )	 ( 18 3 )	 ( 50 3 )	 ( 6 30 )	 ( 4 30 )	 ( 6 26 )	 ( 4 31 )	 ( 4 29 )	 ( 6 30 )	 ( 6 23 )	 ( 6 32 )	 ( 6 23 )	 ( 6 23 )	 ( 4 26 )	 ( 4 25 )	 ( 6 27 )	 ( 4 31 )	 ( 4 58 )	 ( 4 58 )	 ( 4 58 )	 ( 4 26 )	 ( 6 23 )	 ( 6 31 )	 ( 6 23 )	 ( 50 1 )	 ( 33 3 )	 ( 40 2 )	 ( 40 3 )	 ( 2147483647 0 )	 ( 50 2 )	 ( 50 2 )	 ( 4 61 )	 ( 14 11 )	 ( 14 12 )	 ( 18 4 )	 ( 6 24 )	 ( 6 23 )	 ( 33 5 )	 ( 40 4 )	 ( 40 4 )	 ( 25 4 )	 ( 6 25 )	 ( 6 17 )	 ( 10 9 )	 ( 6 19 )	 ( 6 18 )	 ( 6 18 )	 ( 4 27 )	 ( 4 32 )	 ( 6 32 )	 ( 6 32 )	 ( 18 8 )	 ( 40 47 )	 ( 18 4 )	 ( 40 46 )	 ( 10 8 )	 ( 16 8 )	 ( 6 31 )	 ( 4 28 )	 ( 18 6 )	 ( 6 27 )	 ( 6 33 )	 ( 6 32 )	 ( 16 10 )	 ( 10 10 )	 ( 16 10 )	 ( 16 10 )	 ( 20 5 )
33	 ( 28 4 )	 ( 25 3 )	 ( 25 3 )	 ( 40 3 )	 ( 6 20 )	 ( 25 3 )	 ( 50 1 )	 ( 6 28 )	 ( 4 28 )	 ( 6 25 )	 ( 4 29 )	 ( 4 27 )	 ( 6 28 )	 ( 6 21 )	 ( 6 30 )	 ( 6 21 )	 ( 6 21 )	 ( 4 24 )	 ( 4 23 )	 ( 6 26 )	 ( 4 29 )	 ( 4 56 )	 ( 4 56 )	 ( 4 56 )	 ( 4 24 )	 ( 6 21 )	 ( 6 29 )	 ( 6 21 )	 ( 50 3 )	 ( 25 4 )	 ( 40 4 )	 ( 25 4 )	 ( 50 2 )	 ( 2147483647 0 )	 ( 50 2 )	 ( 4 59 )	 ( 14 9 )	 ( 14 10 )	 ( 18 2 )	 ( 6 22 )	 ( 6 21 )	 ( 25 4 )	 ( 25 2 )	 ( 18 3 )	 ( 25 2 )	 ( 6 23 )	 ( 6 16 )	 ( 10 8 )	 ( 6 18 )	 ( 6 17 )	 ( 6 17 )	 ( 4 25 )	 ( 4 30 )	 ( 6 30 )	 ( 6 30 )	 ( 20 7 )	 ( 25 46 )	 ( 25 3 )	 ( 25 47 )	 ( 10 7 )	 ( 16 6 )	 ( 6 29 )	 ( 4 26 )	 ( 18 4 )	 ( 6 26 )	 ( 6 32 )	 ( 6 31 )	 ( 16 8 )	 ( 16 9 )	 ( 16 8 )	 ( 16 8 )	 ( 18 4 )
34	 ( 28 4 )	 ( 25 3 )	 ( 25 3 )	 ( 40 3 )	 ( 6 20 )	 ( 18 1 )	 ( 50 1 )	 ( 6 28 )	 ( 4 28 )	 ( 6 25 )	 ( 4 29 )	 ( 4 27 )	 ( 6 28 )	 ( 6 21 )	 ( 6 30 )	 ( 6 21 )	 ( 6 21 )	 ( 4 24 )	 ( 4 23 )	 ( 6 26 )	 ( 4 29 )	 ( 4 56 )	 ( 4 56 )	 ( 4 56 )	 ( 4 24 )	 ( 6 21 )	 ( 6 29 )	 ( 6 21 )	 ( 50 3 )	 ( 18 2 )	 ( 40 4 )	 ( 18 2 )	 ( 50 2 )	 ( 50 2 )	 ( 2147483647 0 )	 ( 4 59 )	 ( 14 9 )	 ( 14 10 )	 ( 18 2 )	 ( 6 22 )	 ( 6 21 )	 ( 25 4 )	 ( 25 2 )	 ( 18 3 )	 ( 25 2 )	 ( 6 23 )	 ( 6 16 )	 ( 10 7 )	 ( 6 17 )	 ( 6 17 )	 ( 6 17 )	 ( 4 25 )	 ( 4 30 )	 ( 6 30 )	 ( 6 30 )	 ( 18 6 )	 ( 18 45 )	 ( 18 2 )	 ( 18 45 )	 ( 10 6 )	 ( 16 6 )	 ( 6 29 )	 ( 4 26 )	 ( 18 4 )	 ( 6 26 )	 ( 6 32 )	 ( 6 31 )	 ( 16 8 )	 ( 10 8 )	 ( 16 8 )	 ( 16 8 )	 ( 18 4 )
35	 ( 6 57 )	 ( 6 59 )	 ( 6 59 )	 ( 6 58 )	 ( 8 41 )	 ( 4 58 )	 ( 4 58 )	 ( 25 33 )	 ( 20 34 )	 ( 5 40 )	 ( 40 34 )	 ( 25 32 )	 ( 25 33 )	 ( 8 40 )	 ( 50 33 )	 ( 8 41 )	 ( 8 41 )	 ( 25 37 )	 ( 25 36 )	 ( 5 41 )	 ( 50 32 )	 ( 50 3 )	 ( 18 3 )	 ( 50 61 )	 ( 25 35 )	 ( 8 41 )	 ( 20 37 )	 ( 8 41 )	 ( 4 61 )	 ( 4 59 )	 ( 4 60 )	 ( 4 59 )	 ( 4 61 )	 ( 4 59 )	 ( 4 59 )	 ( 2147483647 0 )	 ( 8 58 )	 ( 8 58 )	 ( 4 57 )	 ( 8 43 )	 ( 8 41 )	 ( 4 60 )	 ( 4 59 )	 ( 4 58 )	 ( 4 59 )	 ( 8 42 )	 ( 5 49 )	 ( 5 59 )	 ( 5 52 )	 ( 5 48 )	 ( 5 49 )	 ( 20 36 )	 ( 33 33 )	 ( 20 36 )	 ( 50 36 )	 ( 5 62 )	 ( 4 102 )	 ( 4 59 )	 ( 4 102 )	 ( 5 60 )	 ( 5 61 )	 ( 14 37 )	 ( 20 37 )	 ( 4 59 )	 ( 5 41 )	 ( 20 44 )	 ( 12 45 )	 ( 5 59 )	 ( 5 60 )	 ( 5 60 )	 ( 5 60 )	 ( 4 59 )
36	 ( 14 11 )	 ( 14 9 )	 ( 14 9 )	 ( 14 10 )	 ( 11 17 )	 ( 14 8 )	 ( 14 8 )	 ( 8 25 )	 ( 8 27 )	 ( 6 30 )	 ( 8 27 )	 ( 8 26 )	 ( 7 25 )	 ( 11 18 )	 ( 8 27 )	 ( 11 18 )	 ( 11 18 )	 ( 4 29 )	 ( 4 28 )	 ( 6 31 )	 ( 8 28 )	 ( 8 55 )	 ( 8 55 )	 ( 8 55 )	 ( 8 29 )	 ( 11 18 )	 ( 7 26 )	 ( 11 18 )	 ( 14 11 )	 ( 14 9 )	 ( 14 10 )	 ( 14 9 )	 ( 14 11 )	 ( 14 9 )	 ( 14 9 )	 ( 8 58 )	 ( 2147483647 0 )	 ( 50 1 )	 ( 14 7 )	 ( 11 15 )	 ( 11 18 )	 ( 14 10 )	 ( 14 9 )	 ( 14 8 )	 ( 14 9 )	 ( 11 16 )	 ( 6 21 )	 ( 10 14 )	 ( 6 24 )	 ( 6 22 )	 ( 6 22 )	 ( 8 30 )	 ( 8 28 )	 ( 7 27 )	 ( 10 27 )	 ( 14 13 )	 ( 14 52 )	 ( 14 9 )	 ( 14 52 )	 ( 10 13 )	 ( 11 12 )	 ( 10 26 )	 ( 8 30 )	 ( 14 9 )	 ( 6 31 )	 ( 8 37 )	 ( 6 36 )	 ( 11 14 )	 ( 11 15 )	 ( 11 14 )	 ( 11 14 )	 ( 14 9 )
37	 ( 14 12 )	 ( 14 10 )	 ( 14 10 )	 ( 14 11 )	 ( 16 17 )	 ( 14 9 )	 ( 14 9 )	 ( 8 25 )	 ( 8 27 )	 ( 6 31 )	 ( 8 27 )	 ( 8 26 )	 ( 7 25 )	 ( 16 18 )	 ( 8 27 )	 ( 16 18 )	 ( 16 18 )	 ( 4 30 )	 ( 4 29 )	 ( 6 32 )	 ( 8 28 )	 ( 8 55 )	 ( 8 55 )	 ( 8 55 )	 ( 8 29 )	 ( 16 18 )	 ( 7 26 )	 ( 16 18 )	 ( 14 12 )	 ( 14 10 )	 ( 14 11 )	 ( 14 10 )	 ( 14 12 )	 ( 14 10 )	 ( 14 10 )	 ( 8 58 )	 ( 50 1 )	 ( 2147483647 0 )	 ( 14 8 )	 ( 16 15 )	 ( 16 18 )	 ( 14 11 )	 ( 14 10 )	 ( 14 9 )	 ( 14 10 )	 ( 16 16 )	 ( 6 22 )	 ( 10 15 )	 ( 6 25 )	 ( 6 23 )	 ( 6 23 )	 ( 8 30 )	 ( 8 28 )	 ( 7 27 )	 ( 10 27 )	 ( 14 14 )	 ( 14 53 )	 ( 14 10 )	 ( 14 53 )	 ( 10 14 )	 ( 11 13 )	 ( 10 26 )	 ( 8 30 )	 ( 14 10 )	 ( 6 32 )	 ( 8 37 )	 ( 6 37 )	 ( 11 15 )	 ( 11 16 )	 ( 11 15 )	 ( 11 15 )	 ( 14 10 )
